id,warehouse,mode,status,order_id
5999,C,Ship,Returned,10614
6000,F,Ship,Delivered,1465
6001,D,Ship,Delivered,10673
6002,F,Road,Returned,18182
6003,A,Road,In Transit,15110
6004,B,Road,In Transit,4509
6005,C,Road,In Transit,1337
6006,F,Road,Delivered,11461
6007,D,Road,Delivered,19206
6008,F,Road,Returned,9752
6009,A,Road,Pending,4710
6010,B,Road,In Transit,9708
6011,C,Road,Returned,1329
6012,F,Road,In Transit,5200
6013,D,Road,Pending,16008
6014,F,Road,Delivered,9057
6015,A,Road,Pending,6948
6016,B,Road,In Transit,6167
6017,C,Road,Pending,4629
6018,F,Road,In Transit,11195
6019,D,Road,Delivered,1604
6020,F,Road,Delivered,4323
6021,A,Road,Pending,2963
6022,B,Road,Returned,2129
6023,C,Road,Returned,996
6024,F,Flight,Delivered,17616
6025,D,Flight,In Transit,6622
6026,F,Flight,Returned,3550
6027,A,Flight,Pending,11196
6028,B,Flight,Pending,3253
6029,C,Flight,Returned,5592
6030,F,Flight,In Transit,1005
6031,D,Flight,In Transit,18041
6032,F,Flight,Pending,14640
6033,A,Flight,Returned,12750
6034,B,Flight,Delivered,2435
6035,C,Flight,Pending,17722
6036,F,Flight,Returned,14835
6037,D,Flight,Pending,13010
6038,F,Flight,Delivered,4824
6039,A,Flight,Delivered,16827
6040,B,Flight,Delivered,13103
6041,C,Flight,Delivered,4263
6042,F,Flight,Pending,10686
6043,D,Flight,Pending,11980
6044,F,Flight,Returned,1476
6045,A,Flight,Delivered,14614
6046,B,Ship,Delivered,11206
6047,C,Ship,In Transit,4603
6048,F,Ship,In Transit,13328
6049,D,Ship,In Transit,1325
6050,F,Ship,Delivered,11627
6051,A,Ship,Pending,5590
6052,B,Ship,Pending,1221
6053,C,Ship,In Transit,16865
6054,F,Ship,Delivered,1307
6055,D,Ship,In Transit,19438
6056,F,Ship,Returned,13377
6057,A,Ship,Returned,18598
6058,B,Ship,Returned,9612
6059,C,Ship,Pending,17770
6060,F,Ship,Pending,16620
6061,D,Ship,In Transit,15728
6062,F,Ship,In Transit,8703
6063,A,Ship,Delivered,46
6064,B,Ship,In Transit,6427
6065,C,Ship,In Transit,5922
6066,F,Ship,Returned,5186
6067,D,Ship,Delivered,2825
6068,F,Ship,Pending,14520
6069,A,Ship,In Transit,3634
6070,B,Ship,Returned,13908
6071,C,Ship,Returned,9229
6072,F,Ship,Pending,7075
6073,D,Ship,Pending,19248
6074,F,Ship,Pending,16891
6075,A,Ship,Pending,12493
6076,B,Ship,Pending,15006
6077,C,Ship,Returned,19893
6078,F,Ship,Returned,7547
6079,D,Ship,Returned,2595
6080,F,Ship,Delivered,17599
6081,A,Ship,Returned,6694
6082,B,Ship,Returned,9749
6083,C,Ship,Delivered,14379
6084,F,Ship,Delivered,3806
6085,D,Ship,In Transit,9758
6086,F,Ship,Pending,16086
6087,A,Ship,Pending,1454
6088,B,Ship,Pending,1626
6089,C,Ship,Pending,2756
6090,F,Ship,Returned,1411
6091,D,Ship,In Transit,167
6092,F,Ship,Delivered,11907
6093,A,Ship,In Transit,11812
6094,B,Ship,Delivered,5925
6095,C,Ship,In Transit,4136
6096,F,Ship,Returned,4817
6097,D,Ship,Pending,11166
6098,F,Ship,Delivered,14349
6099,A,Ship,Pending,10568
6100,B,Ship,Returned,19874
6101,C,Ship,Delivered,9614
6102,F,Ship,Delivered,7449
6103,D,Ship,Pending,762
6104,F,Ship,Delivered,3664
6105,A,Ship,Returned,6384
6106,B,Ship,In Transit,14748
6107,C,Ship,Delivered,896
6108,F,Ship,Delivered,13867
6109,D,Ship,Pending,17057
6110,F,Ship,Returned,7911
6111,A,Ship,Returned,16116
6112,B,Ship,Pending,5418
6113,C,Ship,Pending,12963
6114,F,Ship,Returned,12335
6115,D,Ship,In Transit,6936
6116,F,Ship,Pending,2699
6117,A,Ship,Pending,10861
6118,B,Ship,Pending,12848
6119,C,Ship,Delivered,13953
6120,F,Ship,In Transit,12676
6121,D,Ship,Pending,2537
6122,F,Ship,Delivered,1812
6123,A,Ship,Pending,3976
6124,B,Ship,Delivered,6006
6125,C,Ship,In Transit,16330
6126,F,Ship,In Transit,5233
6127,D,Ship,Pending,11688
6128,F,Ship,Returned,17953
6129,A,Ship,Delivered,18290
6130,B,Ship,Pending,16042
6131,C,Ship,Pending,12716
6132,F,Ship,Returned,10393
6133,D,Ship,Returned,2110
6134,F,Ship,Pending,10888
6135,A,Ship,Returned,18118
6136,B,Ship,In Transit,11212
6137,C,Ship,Delivered,16657
6138,F,Ship,Pending,15922
6139,D,Road,In Transit,7539
6140,F,Road,Delivered,10758
6141,A,Road,Returned,14404
6142,B,Road,Delivered,1671
6143,C,Road,Returned,3288
6144,F,Road,Pending,4575
6145,D,Road,Returned,18295
6146,F,Road,Delivered,15208
6147,A,Road,Delivered,14522
6148,B,Road,Returned,5116
6149,C,Road,Delivered,2054
6150,F,Road,In Transit,12654
6151,D,Road,In Transit,16016
6152,F,Road,Delivered,4997
6153,A,Road,Pending,18342
6154,B,Road,In Transit,15860
6155,C,Road,Delivered,3214
6156,F,Road,In Transit,14638
6157,D,Road,Pending,4838
6158,F,Road,Pending,2921
6159,A,Road,Delivered,18016
6160,B,Road,Delivered,6268
6161,C,Flight,Pending,17577
6162,F,Flight,Delivered,2723
6163,D,Flight,Pending,1991
6164,F,Flight,Returned,10157
6165,A,Flight,Pending,876
6166,B,Flight,Returned,9471
6167,C,Flight,Pending,11598
6168,F,Flight,Returned,6465
6169,D,Flight,Returned,4420
6170,F,Flight,Delivered,18648
6171,A,Flight,Returned,1859
6172,B,Flight,Pending,1716
6173,C,Flight,Returned,4767
6174,F,Flight,Returned,13519
6175,D,Flight,In Transit,8008
6176,F,Flight,Returned,4219
6177,A,Flight,Returned,2234
6178,B,Flight,In Transit,15622
6179,C,Flight,Delivered,15445
6180,F,Flight,Delivered,5594
6181,D,Flight,Pending,11197
6182,F,Flight,In Transit,8515
6183,A,Ship,Returned,19841
6184,B,Ship,Returned,12573
6185,C,Ship,Returned,8614
6186,F,Ship,In Transit,13367
6187,D,Ship,In Transit,6733
6188,F,Ship,Delivered,9004
6189,A,Ship,In Transit,7774
6190,B,Ship,Delivered,7991
6191,C,Ship,In Transit,17065
6192,F,Ship,Returned,60
6193,D,Ship,In Transit,390
6194,F,Ship,Returned,15126
6195,A,Ship,Delivered,14070
6196,B,Ship,Pending,17592
6197,C,Ship,Pending,5197
6198,F,Ship,Delivered,11903
6199,D,Ship,In Transit,19224
6200,F,Ship,In Transit,17836
6201,A,Ship,Returned,14916
6202,B,Ship,Returned,18963
6203,C,Ship,In Transit,14286
6204,F,Ship,Delivered,3609
6205,D,Ship,Delivered,7158
6206,F,Ship,Delivered,2506
6207,A,Ship,In Transit,10655
6208,B,Ship,Delivered,17054
6209,C,Ship,In Transit,1849
6210,F,Ship,In Transit,8836
6211,D,Ship,Returned,1381
6212,F,Ship,Pending,15948
6213,A,Ship,Pending,474
6214,B,Ship,Pending,5091
6215,C,Ship,Delivered,11363
6216,F,Ship,Pending,13125
6217,D,Ship,In Transit,11396
6218,F,Ship,In Transit,198
6219,A,Ship,In Transit,9079
6220,B,Ship,Delivered,19240
6221,C,Ship,Pending,17451
6222,F,Ship,Pending,10228
6223,D,Ship,In Transit,5579
6224,F,Ship,In Transit,1514
6225,A,Ship,Returned,3142
6226,B,Ship,Pending,10038
6227,C,Ship,In Transit,7881
6228,F,Ship,Pending,475
6229,D,Ship,In Transit,10954
6230,F,Ship,Returned,2540
6231,A,Ship,Delivered,7142
6232,B,Ship,Delivered,16997
6233,C,Ship,Pending,4057
6234,F,Ship,In Transit,11312
6235,D,Ship,Delivered,8242
6236,F,Ship,Delivered,880
6237,A,Ship,In Transit,8183
6238,B,Ship,Pending,11366
6239,C,Ship,Pending,7135
6240,F,Ship,In Transit,17823
6241,D,Ship,In Transit,11680
6242,F,Ship,Delivered,5079
6243,A,Ship,In Transit,1904
6244,B,Ship,In Transit,18852
6245,C,Ship,Returned,16241
6246,F,Ship,Delivered,3604
6247,D,Ship,Delivered,8387
6248,F,Ship,Pending,10254
6249,A,Ship,Delivered,19249
6250,B,Ship,Pending,1832
6251,C,Ship,In Transit,5832
6252,F,Ship,In Transit,13344
6253,D,Ship,Returned,8185
6254,F,Ship,Returned,13478
6255,A,Ship,Returned,1921
6256,B,Ship,In Transit,3731
6257,C,Ship,Returned,18181
6258,F,Ship,Pending,7634
6259,D,Ship,Delivered,13902
6260,F,Ship,In Transit,14437
6261,A,Ship,Delivered,13264
6262,B,Ship,Pending,12337
6263,C,Ship,Pending,10951
6264,F,Ship,Delivered,15428
6265,D,Ship,Pending,7569
6266,F,Ship,Delivered,7670
6267,A,Ship,In Transit,10797
6268,B,Ship,Delivered,13496
6269,C,Ship,Delivered,1453
6270,F,Ship,Delivered,8300
6271,D,Ship,Pending,17899
6272,F,Ship,Pending,12650
6273,A,Ship,Returned,8645
6274,B,Ship,Delivered,19847
6275,C,Ship,Delivered,15213
6276,F,Road,In Transit,672
6277,D,Road,Pending,4839
6278,F,Road,Pending,10001
6279,A,Road,Pending,5862
6280,B,Road,Returned,16111
6281,C,Road,Pending,19197
6282,F,Road,Delivered,16305
6283,D,Road,Pending,10807
6284,F,Road,Pending,1804
6285,A,Road,In Transit,6026
6286,B,Road,In Transit,19631
6287,C,Road,Pending,3337
6288,F,Road,Delivered,19004
6289,D,Road,Delivered,19432
6290,F,Road,Returned,15521
6291,A,Road,In Transit,8499
6292,B,Road,Pending,11054
6293,C,Road,Pending,16036
6294,F,Road,In Transit,9041
6295,D,Road,In Transit,8360
6296,F,Road,In Transit,14735
6297,A,Road,In Transit,10004
6298,B,Flight,Delivered,5880
6299,C,Flight,Pending,16738
6300,F,Flight,Returned,3902
6301,D,Flight,Returned,139
6302,F,Flight,Pending,18867
6303,A,Flight,Pending,967
6304,B,Flight,Pending,8737
6305,C,Flight,In Transit,4228
6306,F,Flight,In Transit,6042
6307,D,Flight,Pending,4342
6308,F,Flight,Pending,8544
6309,A,Flight,Pending,6206
6310,B,Flight,Pending,18167
6311,C,Flight,Returned,11704
6312,F,Flight,In Transit,491
6313,D,Flight,In Transit,4510
6314,F,Flight,Delivered,17461
6315,A,Flight,In Transit,15132
6316,B,Flight,Pending,11519
6317,C,Flight,Returned,9185
6318,F,Flight,Returned,18407
6319,D,Flight,In Transit,13537
6320,F,Ship,In Transit,11182
6321,A,Ship,Delivered,12469
6322,B,Ship,Returned,4768
6323,C,Ship,In Transit,9119
6324,F,Ship,Delivered,14440
6325,D,Ship,In Transit,7576
6326,F,Ship,Returned,9903
6327,A,Ship,Pending,9489
6328,B,Ship,Returned,5643
6329,C,Ship,Delivered,6994
6330,F,Ship,Returned,5608
6331,D,Ship,Delivered,6819
6332,F,Ship,Delivered,9378
6333,A,Ship,Returned,4657
6334,B,Ship,Returned,932
6335,C,Ship,Returned,16910
6336,F,Ship,Delivered,18710
6337,D,Ship,Pending,1320
6338,F,Ship,Delivered,11004
6339,A,Ship,Pending,1863
6340,B,Ship,In Transit,19199
6341,C,Ship,Delivered,10364
6342,F,Ship,Pending,3176
6343,D,Ship,Pending,9436
6344,F,Ship,Pending,8124
6345,A,Ship,Returned,10050
6346,B,Ship,In Transit,15923
6347,C,Ship,Returned,17605
6348,F,Ship,Delivered,5996
6349,D,Ship,In Transit,6634
6350,F,Ship,In Transit,13002
6351,A,Ship,Pending,18148
6352,B,Ship,Delivered,16821
6353,C,Ship,Returned,19489
6354,F,Ship,In Transit,14691
6355,D,Ship,Pending,14727
6356,F,Ship,Delivered,14045
6357,A,Ship,In Transit,6777
6358,B,Ship,Returned,4743
6359,C,Ship,Returned,18777
6360,F,Ship,Returned,6413
6361,D,Ship,Returned,1180
6362,F,Ship,Delivered,18757
6363,A,Ship,Delivered,8443
6364,B,Ship,Returned,6159
6365,C,Ship,Pending,2386
6366,F,Ship,Delivered,5791
6367,D,Ship,Pending,18102
6368,F,Ship,Returned,17076
6369,A,Ship,Pending,3592
6370,B,Ship,Delivered,18389
6371,C,Ship,Pending,3105
6372,F,Ship,Returned,214
6373,D,Ship,Delivered,5482
6374,F,Ship,In Transit,8084
6375,A,Ship,In Transit,15993
6376,B,Ship,In Transit,19082
6377,C,Ship,Returned,18316
6378,F,Ship,In Transit,3650
6379,D,Ship,Returned,15667
6380,F,Ship,Pending,674
6381,A,Ship,Returned,10628
6382,B,Ship,Delivered,16547
6383,C,Ship,Delivered,14205
6384,F,Ship,Delivered,14751
6385,D,Ship,Returned,16183
6386,F,Ship,Returned,16218
6387,A,Ship,Pending,15989
6388,B,Ship,In Transit,9206
6389,C,Ship,Delivered,18470
6390,F,Ship,Pending,6922
6391,D,Ship,Pending,17777
6392,F,Ship,In Transit,19687
6393,A,Ship,In Transit,4556
6394,B,Ship,In Transit,14093
6395,C,Ship,Delivered,1267
6396,F,Ship,Returned,4547
6397,D,Ship,Returned,5390
6398,F,Ship,In Transit,11705
6399,A,Ship,Pending,3899
6400,B,Ship,Pending,16401
6401,C,Ship,In Transit,14587
6402,F,Ship,Pending,15268
6403,D,Ship,Delivered,10744
6404,F,Ship,Pending,3859
6405,A,Ship,In Transit,11855
6406,B,Ship,In Transit,11756
6407,C,Ship,Delivered,2417
6408,F,Ship,In Transit,9302
6409,D,Ship,In Transit,10490
6410,F,Ship,Delivered,8008
6411,A,Ship,In Transit,18766
6412,B,Ship,Returned,307
6413,C,Road,Delivered,17973
6414,F,Road,Pending,8490
6415,D,Road,Delivered,11731
6416,F,Road,Delivered,9043
6417,A,Road,Pending,540
6418,B,Road,Returned,6848
6419,C,Road,Delivered,6495
6420,F,Road,Returned,18938
6421,D,Road,Returned,17796
6422,F,Road,Delivered,14578
6423,A,Road,Pending,15079
6424,B,Road,In Transit,5319
6425,C,Road,Returned,9369
6426,F,Road,In Transit,1130
6427,D,Road,Pending,5832
6428,F,Road,Returned,4073
6429,A,Road,Returned,10859
6430,B,Road,In Transit,11069
6431,C,Road,Pending,18912
6432,F,Road,In Transit,10311
6433,D,Road,Delivered,12385
6434,F,Road,In Transit,6838
6435,A,Flight,Returned,17172
6436,B,Flight,In Transit,19981
6437,C,Flight,Pending,5118
6438,F,Flight,In Transit,15816
6439,D,Flight,Pending,13487
6440,F,Flight,In Transit,6089
6441,A,Flight,Pending,15254
6442,B,Flight,Delivered,17576
6443,C,Flight,In Transit,10337
6444,F,Flight,Returned,15709
6445,D,Flight,Pending,8542
6446,F,Flight,Returned,4296
6447,A,Flight,Pending,12390
6448,B,Flight,Returned,9216
6449,C,Flight,Returned,852
6450,F,Flight,Pending,16433
6451,D,Flight,Returned,14148
6452,F,Flight,Pending,7281
6453,A,Flight,In Transit,9662
6454,B,Flight,In Transit,3648
6455,C,Flight,In Transit,18954
6456,F,Flight,In Transit,18479
6457,D,Ship,Pending,9615
6458,F,Ship,Delivered,17562
6459,A,Ship,In Transit,11842
6460,B,Ship,Returned,11822
6461,C,Ship,In Transit,17976
6462,F,Ship,Pending,11170
6463,D,Ship,Delivered,6654
6464,F,Ship,Delivered,12876
6465,A,Ship,Returned,11410
6466,B,Ship,Delivered,1676
6467,C,Ship,Returned,8552
6468,F,Ship,Delivered,16744
6469,D,Ship,Returned,14553
6470,F,Ship,In Transit,4969
6471,A,Ship,Delivered,7722
6472,B,Ship,In Transit,4998
6473,C,Ship,Pending,19649
6474,F,Ship,Delivered,11870
6475,D,Ship,Returned,13238
6476,F,Ship,In Transit,17228
6477,A,Ship,Pending,6815
6478,B,Ship,Delivered,6146
6479,C,Ship,Delivered,1373
6480,F,Ship,Delivered,18807
6481,D,Ship,Returned,6276
6482,F,Ship,In Transit,2427
6483,A,Ship,Delivered,12373
6484,B,Ship,In Transit,7956
6485,C,Ship,In Transit,11498
6486,F,Ship,Delivered,6006
6487,D,Ship,Delivered,16288
6488,F,Ship,In Transit,8602
6489,A,Ship,In Transit,14312
6490,B,Ship,In Transit,11303
6491,C,Ship,In Transit,8006
6492,F,Ship,Pending,1787
6493,D,Ship,Returned,142
6494,F,Ship,Pending,4801
6495,A,Ship,Pending,5931
6496,B,Ship,Delivered,17819
6497,C,Ship,Pending,17049
6498,F,Ship,In Transit,19790
6499,D,Ship,Returned,10466
6500,F,Ship,Delivered,18101
6501,A,Ship,Pending,7564
6502,B,Ship,Returned,10063
6503,C,Ship,In Transit,2627
6504,F,Ship,Delivered,8144
6505,D,Ship,Delivered,12241
6506,F,Ship,Pending,10136
6507,A,Ship,In Transit,2930
6508,B,Ship,Returned,12034
6509,C,Ship,Pending,15872
6510,F,Ship,Returned,1788
6511,D,Ship,In Transit,15365
6512,F,Ship,In Transit,17215
6513,A,Ship,Delivered,13320
6514,B,Ship,Pending,16036
6515,C,Ship,Returned,11110
6516,F,Ship,Delivered,2328
6517,D,Ship,Pending,6997
6518,F,Ship,Pending,3410
6519,A,Ship,Delivered,5573
6520,B,Ship,Delivered,6746
6521,C,Ship,Delivered,14929
6522,F,Ship,Pending,19080
6523,D,Ship,Delivered,10499
6524,F,Ship,Delivered,16523
6525,A,Ship,Pending,1444
6526,B,Ship,Returned,9826
6527,C,Ship,Returned,12405
6528,F,Ship,Pending,11314
6529,D,Ship,Returned,12298
6530,F,Ship,In Transit,1772
6531,A,Ship,In Transit,15467
6532,B,Ship,Returned,9302
6533,C,Ship,Delivered,19039
6534,F,Ship,Pending,15261
6535,D,Ship,Pending,13712
6536,F,Ship,Returned,10656
6537,A,Ship,Returned,16897
6538,B,Ship,Pending,16226
6539,C,Ship,Pending,15012
6540,F,Ship,Delivered,14593
6541,D,Ship,Returned,12368
6542,F,Ship,In Transit,16289
6543,A,Ship,Returned,6890
6544,B,Ship,Delivered,3602
6545,C,Ship,Delivered,1680
6546,F,Ship,Delivered,5265
6547,D,Ship,In Transit,5285
6548,F,Ship,Returned,11562
6549,A,Ship,Pending,17491
6550,B,Road,Pending,12762
6551,C,Road,Returned,7585
6552,F,Road,Returned,7858
6553,D,Road,Pending,10681
6554,F,Road,Delivered,15111
6555,A,Road,Returned,16003
6556,B,Road,Returned,14453
6557,C,Road,Returned,10638
6558,F,Road,Pending,17516
6559,D,Road,Pending,14478
6560,F,Road,In Transit,17420
6561,A,Road,In Transit,1369
6562,B,Road,Pending,466
6563,C,Road,In Transit,9581
6564,F,Road,Delivered,10723
6565,D,Road,Pending,14129
6566,F,Road,In Transit,4639
6567,A,Road,Returned,17662
6568,B,Road,Returned,15855
6569,C,Road,Pending,4025
6570,F,Road,Delivered,955
6571,D,Road,Delivered,4736
6572,F,Flight,Returned,1931
6573,A,Flight,Pending,1
6574,B,Flight,Delivered,15527
6575,C,Flight,Returned,7807
6576,F,Flight,Pending,17321
6577,D,Flight,Pending,5465
6578,F,Flight,Returned,10415
6579,A,Flight,Delivered,8665
6580,B,Flight,Pending,9035
6581,C,Flight,Delivered,2426
6582,F,Flight,Returned,14057
6583,D,Flight,Returned,10408
6584,F,Flight,Returned,9045
6585,A,Flight,Pending,13113
6586,B,Flight,Returned,2498
6587,C,Flight,Pending,1743
6588,F,Flight,Returned,10257
6589,D,Flight,In Transit,15660
6590,F,Flight,Returned,13148
6591,A,Flight,Pending,15198
6592,B,Flight,In Transit,17234
6593,C,Flight,In Transit,4845
6594,F,Ship,Delivered,18026
6595,D,Ship,Pending,12665
6596,F,Ship,Delivered,4138
6597,A,Ship,Returned,10316
6598,B,Ship,In Transit,7167
6599,C,Ship,Pending,2682
6600,F,Ship,Delivered,4066
6601,D,Ship,In Transit,1456
6602,F,Ship,Returned,18361
6603,A,Ship,Pending,18022
6604,B,Ship,Delivered,14986
6605,C,Ship,Returned,3913
6606,F,Ship,In Transit,3038
6607,D,Ship,Delivered,16919
6608,F,Ship,Pending,10926
6609,A,Ship,Pending,15544
6610,B,Ship,In Transit,18996
6611,C,Ship,Delivered,11105
6612,F,Ship,Returned,13439
6613,D,Ship,Pending,9738
6614,F,Ship,In Transit,9302
6615,A,Ship,Pending,3856
6616,B,Ship,Pending,758
6617,C,Ship,Returned,13854
6618,F,Ship,Pending,7162
6619,D,Ship,Pending,19187
6620,F,Ship,Returned,7801
6621,A,Ship,Delivered,18582
6622,B,Ship,Returned,214
6623,C,Ship,Pending,8209
6624,F,Ship,Delivered,9612
6625,D,Ship,Delivered,972
6626,F,Ship,Returned,16610
6627,A,Ship,In Transit,13816
6628,B,Ship,Delivered,13708
6629,C,Ship,Returned,14333
6630,F,Ship,Returned,10994
6631,D,Ship,Delivered,10535
6632,F,Ship,Pending,15759
6633,A,Ship,Delivered,6346
6634,B,Ship,Pending,13290
6635,C,Ship,In Transit,13020
6636,F,Ship,In Transit,19596
6637,D,Ship,In Transit,2337
6638,F,Ship,Delivered,16679
6639,A,Ship,Returned,760
6640,B,Ship,Delivered,14046
6641,C,Ship,In Transit,6073
6642,F,Ship,Returned,7698
6643,D,Ship,Pending,12563
6644,F,Ship,Delivered,11251
6645,A,Ship,Pending,6554
6646,B,Ship,Delivered,6391
6647,C,Ship,Pending,9003
6648,F,Ship,In Transit,8700
6649,D,Ship,Delivered,222
6650,F,Ship,In Transit,12237
6651,A,Ship,Pending,4274
6652,B,Ship,Delivered,1786
6653,C,Ship,Returned,12009
6654,F,Ship,Delivered,4803
6655,D,Ship,In Transit,9156
6656,F,Ship,In Transit,17943
6657,A,Ship,Pending,4837
6658,B,Ship,In Transit,5777
6659,C,Ship,In Transit,10971
6660,F,Ship,In Transit,494
6661,D,Ship,Returned,9210
6662,F,Ship,Delivered,804
6663,A,Ship,Returned,17813
6664,B,Ship,Delivered,7155
6665,C,Ship,Returned,8519
6666,F,Ship,In Transit,5780
6667,D,Ship,Delivered,3054
6668,F,Ship,Delivered,19694
6669,A,Ship,Pending,16392
6670,B,Ship,Pending,5396
6671,C,Ship,Pending,14167
6672,F,Ship,Pending,11170
6673,D,Ship,Pending,1008
6674,F,Ship,Returned,13294
6675,A,Ship,In Transit,2060
6676,B,Ship,Returned,116
6677,C,Ship,In Transit,2674
6678,F,Ship,In Transit,13853
6679,D,Ship,In Transit,7916
6680,F,Ship,Returned,3835
6681,A,Ship,In Transit,2892
6682,B,Ship,Delivered,6604
6683,C,Ship,Delivered,18869
6684,F,Ship,Returned,4749
6685,D,Ship,Returned,17734
6686,F,Ship,Delivered,9075
6687,A,Road,Returned,15404
6688,B,Road,Returned,19335
6689,C,Road,Returned,19548
6690,F,Road,Delivered,5857
6691,D,Road,Returned,19146
6692,F,Road,Delivered,11319
6693,A,Road,Pending,19282
6694,B,Road,Pending,18150
6695,C,Road,Pending,8112
6696,F,Road,Returned,11346
6697,D,Road,Delivered,3696
6698,F,Road,In Transit,14190
6699,A,Road,Delivered,17696
6700,B,Road,In Transit,6980
6701,C,Road,Delivered,164
6702,F,Road,Returned,11673
6703,D,Road,Pending,5589
6704,F,Road,Returned,18080
6705,A,Road,Delivered,6193
6706,B,Road,Delivered,13539
6707,C,Road,Delivered,18139
6708,F,Road,Returned,10320
6709,D,Flight,Returned,6201
6710,F,Flight,Returned,2999
6711,A,Flight,Delivered,5928
6712,B,Flight,Returned,7197
6713,C,Flight,Delivered,12612
6714,F,Flight,In Transit,18428
6715,D,Flight,Pending,7039
6716,F,Flight,Pending,11481
6717,A,Flight,In Transit,18545
6718,B,Flight,Returned,16539
6719,C,Flight,Returned,8766
6720,F,Flight,Delivered,2813
6721,D,Flight,Pending,7803
6722,F,Flight,Returned,16726
6723,A,Flight,Delivered,17241
6724,B,Flight,Returned,3101
6725,C,Flight,In Transit,5147
6726,F,Flight,Delivered,956
6727,D,Flight,Returned,2931
6728,F,Flight,Pending,15648
6729,A,Flight,In Transit,9980
6730,B,Flight,Delivered,16530
6731,C,Ship,In Transit,6143
6732,F,Ship,Delivered,10912
6733,D,Ship,In Transit,9995
6734,F,Ship,Pending,15370
6735,A,Ship,In Transit,16703
6736,B,Ship,Pending,16413
6737,C,Ship,Returned,15893
6738,F,Ship,In Transit,556
6739,D,Ship,Returned,5578
6740,F,Ship,Delivered,2076
6741,A,Ship,Pending,13149
6742,B,Ship,Returned,9726
6743,C,Ship,Pending,17973
6744,F,Ship,In Transit,9547
6745,D,Ship,Returned,15053
6746,F,Ship,Delivered,1201
6747,A,Ship,Delivered,1866
6748,B,Ship,In Transit,19301
6749,C,Ship,In Transit,4763
6750,F,Ship,Pending,8964
6751,D,Ship,Returned,2624
6752,F,Ship,Returned,7671
6753,A,Ship,Delivered,5539
6754,B,Ship,Pending,3306
6755,C,Ship,Delivered,13037
6756,F,Ship,Delivered,9034
6757,D,Ship,Pending,10105
6758,F,Ship,In Transit,19596
6759,A,Ship,Pending,6884
6760,B,Ship,Returned,10490
6761,C,Ship,In Transit,14798
6762,F,Ship,Pending,14868
6763,D,Ship,Returned,18998
6764,F,Ship,Returned,6287
6765,A,Ship,Pending,5653
6766,B,Ship,Pending,663
6767,C,Ship,Pending,7351
6768,F,Ship,Delivered,13013
6769,D,Ship,Pending,7559
6770,F,Ship,Pending,2076
6771,A,Ship,In Transit,2066
6772,B,Ship,Delivered,6583
6773,C,Ship,Returned,3196
6774,F,Ship,Returned,11134
6775,D,Ship,Delivered,1216
6776,F,Ship,Returned,17239
6777,A,Ship,Returned,17405
6778,B,Ship,Pending,758
6779,C,Ship,Delivered,2949
6780,F,Ship,Returned,12525
6781,D,Ship,Returned,4709
6782,F,Ship,Pending,16594
6783,A,Ship,Returned,19250
6784,B,Ship,Returned,16130
6785,C,Ship,Returned,1480
6786,F,Ship,In Transit,18887
6787,D,Ship,Pending,6075
6788,F,Ship,Pending,8808
6789,A,Ship,In Transit,3046
6790,B,Ship,In Transit,11591
6791,C,Ship,In Transit,8212
6792,F,Ship,Pending,1501
